OXY_Open,OXY_High,OXY_Low,OXY_Adj_Close,OXY_Adj_PD,OXY_Volume,OIL_Open,OIL_Close,OIL_High,OIL_Low,Max/Min Label,Rel_Max,Rel_Min,Max/Min Label_P,Rel_Max_P,Rel_Min_P,Max/Min Label_dP,Rel_Max_dP,Rel_Min_dP
16.71,17.08,16.57,16.17,-0.007975460123,14044100,44.1,43.31,44.77,43.13,0,#N/A,#N/A,0,#N/A,#N/A,0,#N/A,#N/A
16.82,17.28,16.63,16.1,-0.004329004329,12779100,43.27,43.34,43.9,42.79,0,#N/A,#N/A,0,#N/A,#N/A,0,#N/A,#N/A
16.73,16.9,16.41,16.06,-0.00248447205,13963300,43.35,43.41,43.77,42.39,0,#N/A,#N/A,1,-0.00248447205,#N/A,0,#N/A,#N/A
16.48,16.78,16.31,15.72,-0.02117061021,12859500,43.55,43.22,43.84,43,2,#N/A,15.72,2,#N/A,-0.02117061021,0,#N/A,#N/A
16.53,17.04,16.45,16.38,0.04198473282,16384000,43.31,43.75,43.95,43.2,1,16.38,#N/A,1,0.04198473282,#N/A,1,0.04198473282,#N/A
16.55,16.63,15.75,15.16,-0.07448107448,29336400,43.73,42.94,43.8,41.38,0,#N/A,#N/A,2,#N/A,-0.07448107448,2,#N/A,-0.07448107448
16.55,16.55,15.41,15.14,-0.001319261214,15439000,43.29,43.52,43.44,43.05,0,#N/A,#N/A,1,-0.001319261214,#N/A,0,#N/A,#N/A
15.75,15.76,15.1,14.66,-0.03170409511,22888000,43.53,44.15,44.46,42.89,2,#N/A,14.66,2,#N/A,-0.03170409511,0,#N/A,#N/A
15.15,16,15.13,15.14,0.03274215553,21703200,43.84,44.43,44.82,43.24,0,#N/A,#N/A,1,0.03274215553,#N/A,1,0.03274215553,#N/A
16.42,16.49,15.86,15.33,0.01254953765,24570500,44.28,45.17,46.23,44.24,1,15.33,#N/A,0,#N/A,#N/A,0,#N/A,#N/A
15.91,16.01,15.39,14.86,-0.03065883888,18745100,45.32,45.09,45.71,44.85,0,#N/A,#N/A,2,#N/A,-0.03065883888,2,#N/A,-0.03065883888
15.46,15.56,14.96,14.86,0,20961300,45.15,44.4,45.3,44.27,0,#N/A,#N/A,0,#N/A,#N/A,0,#N/A,#N/A
15.67,16.48,15.62,15.85,0.0666218035,26718500,44.66,44.99,45.26,44.37,1,15.85,#N/A,1,0.0666218035,#N/A,1,0.0666218035,#N/A
16.44,16.74,15.1,14.58,-0.08012618297,41894000,45.05,44.5,45.79,44.39,0,#N/A,#N/A,2,#N/A,-0.08012618297,2,#N/A,-0.08012618297
15.5,15.55,14.85,14.35,-0.01577503429,31774800,44.62,45.43,45.63,44.49,0,#N/A,#N/A,1,-0.01577503429,#N/A,0,#N/A,#N/A
14.95,15.25,14.54,14.04,-0.02160278746,28459100,45.32,44.96,45.58,44.82,2,#N/A,14.04,2,#N/A,-0.02160278746,0,#N/A,#N/A
14.5,14.72,14.36,14.08,0.002849002849,21267200,45.29,44.8,45.29,44.47,1,14.08,#N/A,1,0.002849002849,#N/A,1,0.002849002849,#N/A
14.47,14.51,13.73,13.38,-0.04971590909,31108800,44.86,45.37,45.41,44.53,2,#N/A,13.38,2,#N/A,-0.04971590909,2,#N/A,-0.04971590909
13.93,14.19,13.83,13.41,0.002242152466,16758400,45.27,45.46,45.55,44.76,1,13.41,#N/A,1,0.002242152466,#N/A,0,#N/A,#N/A
13.93,14.12,13.75,13.29,-0.008948545861,18143400,45.17,45.37,45.48,44.81,0,#N/A,#N/A,0,#N/A,#N/A,0,#N/A,#N/A
13.39,13.42,12.93,12.65,-0.04815650865,22666000,45.03,44.35,45.08,43.59,2,#N/A,12.65,2,#N/A,-0.04815650865,2,#N/A,-0.04815650865
13.13,13.73,13.03,13.1,0.03557312253,18722900,44.5,45.13,45.18,44.29,1,13.1,#N/A,1,0.03557312253,#N/A,1,0.03557312253,#N/A
13.81,14.03,13.31,12.99,-0.008396946565,16296300,45.12,45.86,46.07,45.08,0,#N/A,#N/A,0,#N/A,#N/A,0,#N/A,#N/A
13.42,13.47,12.95,12.46,-0.04080061586,19787700,45.97,45.64,46.1,45.54,2,#N/A,12.46,2,#N/A,-0.04080061586,2,#N/A,-0.04080061586
13.02,13.14,12.72,12.54,0.006420545746,20130100,45.7,45.09,45.87,44.56,0,#N/A,#N/A,0,#N/A,#N/A,0,#N/A,#N/A
12.96,13.23,12.89,12.63,0.007177033493,14105800,45.1,45.81,45.3,44.8,1,12.63,#N/A,1,0.007177033493,#N/A,1,0.007177033493,#N/A
13.16,13.17,12.73,12.25,-0.03008709422,17913800,45.8,45.28,46.53,45.21,0,#N/A,#N/A,2,#N/A,-0.03008709422,2,#N/A,-0.03008709422
12.59,12.62,12.33,12,-0.02040816327,22914400,45.6,45.58,46.22,45.47,0,#N/A,#N/A,0,#N/A,#N/A,0,#N/A,#N/A
12.32,12.66,12.28,11.92,-0.006666666667,19131800,45.83,44.43,46.05,44.2,2,#N/A,11.92,0,#N/A,#N/A,0,#N/A,#N/A
12.35,12.9,12.35,12.11,0.01593959732,26076900,44.65,44.07,44.65,43.15,1,12.11,#N/A,1,0.01593959732,#N/A,1,0.01593959732,#N/A
12.72,12.84,12.12,11.78,-0.02725020644,22767800,43.76,42.66,44.54,42.3,0,#N/A,#N/A,0,#N/A,#N/A,0,#N/A,#N/A
11.87,11.98,11.02,10.64,-0.09677419355,36644800,42.08,39.78,42.23,39.31,2,#N/A,10.64,2,#N/A,-0.09677419355,2,#N/A,-0.09677419355
11.21,11.21,10.9,10.65,0.0009398496241,22103500,39.65,40.79,41.2,39.37,1,10.65,#N/A,1,0.0009398496241,#N/A,0,#N/A,#N/A
11.05,11.08,10.18,9.8,-0.07981220657,43466300,40.58,40.06,40.96,39.71,2,#N/A,9.8,2,#N/A,-0.07981220657,0,#N/A,#N/A
10.19,10.36,9.83,9.83,0.00306122449,35175700,39.96,39.83,40.34,39.38,0,#N/A,#N/A,0,#N/A,#N/A,0,#N/A,#N/A
10.23,10.89,10.2,10.31,0.0488301119,34684800,39.7,40.53,40.82,39.39,0,#N/A,#N/A,0,#N/A,#N/A,0,#N/A,#N/A
10.87,12.03,10.66,11.2,0.08632395732,53161800,40.72,42.22,42.44,40.59,0,#N/A,#N/A,1,0.08632395732,#N/A,1,0.08632395732,#N/A
11.2,12.03,11.17,11.42,0.01964285714,27860600,42.32,43.3,43.5,41.5,1,11.42,#N/A,0,#N/A,#N/A,0,#N/A,#N/A
11.79,12.09,11.47,11.21,-0.01838879159,40722900,43.22,43.15,43.8,42.53,0,#N/A,#N/A,0,#N/A,#N/A,0,#N/A,#N/A
11.09,11.32,10.9,10.87,-0.03033006244,23028100,43.01,41.44,43.3,40.96,0,#N/A,#N/A,2,#N/A,-0.03033006244,0,#N/A,#N/A
11.33,11.59,11.03,10.67,-0.01839926403,17454800,41.79,41.72,42.2,41.21,0,#N/A,#N/A,1,-0.01839926403,#N/A,0,#N/A,#N/A
11.13,11.27,10.39,10.02,-0.06091846298,24502800,41.67,41.77,42.62,41.21,2,#N/A,10.02,2,#N/A,-0.06091846298,2,#N/A,-0.06091846298
10.34,10.87,10.16,10.24,0.02195608782,22870400,41.36,41.94,42.02,41.27,1,10.24,#N/A,1,0.02195608782,#N/A,1,0.02195608782,#N/A
10.46,10.58,10.11,9.84,-0.0390625,30812500,41.85,41.92,42.33,41.52,2,#N/A,9.84,2,#N/A,-0.0390625,0,#N/A,#N/A
10.42,10.65,10.31,9.95,0.01117886179,22622600,41.87,42.43,42.62,41.48,1,9.95,#N/A,1,0.01117886179,#N/A,0,#N/A,#N/A
9.97,9.98,9.57,9.32,-0.06331658291,32990300,42.17,40.93,42.56,39.92,2,#N/A,9.32,2,#N/A,-0.06331658291,2,#N/A,-0.06331658291
9.25,9.9,9.23,9.5,0.01931330472,28572300,40.65,39.27,40.77,38.79,0,#N/A,#N/A,0,#N/A,#N/A,0,#N/A,#N/A
10.1,10.52,10.01,10.12,0.06526315789,24671000,39.19,41.29,41.78,39.14,1,10.12,#N/A,1,0.06526315789,#N/A,1,0.06526315789,#N/A
10.67,10.78,10.04,9.75,-0.03656126482,29493800,41.41,42.65,42.84,41.22,2,#N/A,9.75,2,#N/A,-0.03656126482,2,#N/A,-0.03656126482
10.23,10.32,10.12,9.9,0.01538461538,17454800,41.85,41.99,42.42,41.36,0,#N/A,#N/A,0,#N/A,#N/A,0,#N/A,#N/A
10.41,11.2,10.33,10.76,0.08686868687,27490300,42.15,43.34,43.47,41.86,1,10.76,#N/A,1,0.08686868687,#N/A,1,0.08686868687,#N/A
11.2,11.34,10.74,10.41,-0.03252788104,26633400,43.36,42.85,43.57,42.61,0,#N/A,#N/A,2,#N/A,-0.03252788104,2,#N/A,-0.03252788104
10.64,10.85,10.4,10.41,0,18540200,42.6,41.72,42.71,41.36,0,#N/A,#N/A,1,0,#N/A,0,#N/A,#N/A
10.76,10.96,10.44,10.13,-0.02689721422,15524300,41.81,42.45,42.68,41.66,0,#N/A,#N/A,2,#N/A,-0.02689721422,0,#N/A,#N/A
10.52,10.95,10.44,10.06,-0.006910167818,20091000,42.43,43.32,43.45,42.13,2,#N/A,10.06,0,#N/A,#N/A,0,#N/A,#N/A
10.23,10.61,10,10.21,0.01491053678,18906900,43.45,43.16,43.48,41.56,1,10.21,#N/A,1,0.01491053678,#N/A,1,0.01491053678,#N/A
10.51,10.53,10.07,9.71,-0.04897159647,19244700,43.1,42.93,43.21,42.27,0,#N/A,#N/A,2,#N/A,-0.04897159647,2,#N/A,-0.04897159647
10.19,10.21,9.81,9.45,-0.02677651905,22074700,42.69,42.62,43.23,42.36,2,#N/A,9.45,0,#N/A,#N/A,0,#N/A,#N/A
9.92,10.2,9.83,9.69,0.0253968254,17400100,42.45,43.16,43.3,42.19,1,9.69,#N/A,1,0.0253968254,#N/A,0,#N/A,#N/A
9.86,9.96,9.66,9.3,-0.04024767802,22783400,42.91,41.73,43.04,41.45,2,#N/A,9.3,2,#N/A,-0.04024767802,2,#N/A,-0.04024767802
9.7,10.2,9.66,9.79,0.05268817204,25219200,41.59,42.46,42.79,41.46,1,9.79,#N/A,1,0.05268817204,#N/A,1,0.05268817204,#N/A
10.25,10.36,9.9,9.64,-0.01532175689,19872400,42.4,41.77,42.8,41.5,0,#N/A,#N/A,0,#N/A,#N/A,0,#N/A,#N/A
9.79,9.84,9.34,9.11,-0.05497925311,26754800,41.53,40.46,41.63,40.22,0,#N/A,#N/A,2,#N/A,-0.05497925311,2,#N/A,-0.05497925311
9.4,9.5,9.27,8.92,-0.02085620198,20727700,40.5,41.2,41.47,40.4,0,#N/A,#N/A,1,-0.02085620198,#N/A,0,#N/A,#N/A
8.98,9.16,8.78,8.55,-0.04147982063,30986800,40.61,39.12,40.7,38.75,2,#N/A,8.55,2,#N/A,-0.04147982063,0,#N/A,#N/A
8.7,9.18,8.52,8.79,0.02807017544,28731900,39.16,37.65,39.45,36.64,0,#N/A,#N/A,1,0.02807017544,#N/A,0,#N/A,#N/A
9,9.19,8.85,8.79,0,23078900,37.5,37.94,38.1,36.8,0,#N/A,#N/A,2,#N/A,0,0,#N/A,#N/A
9.26,9.8,9.03,9.29,0.05688282139,28544100,37.37,38.97,39.36,35.74,0,#N/A,#N/A,1,0.05688282139,#N/A,1,0.05688282139,#N/A
9.89,10.01,9.59,9.33,0.004305705059,19259100,39.26,39.71,40.45,38.65,0,#N/A,#N/A,2,#N/A,0.004305705059,0,#N/A,#N/A
9.66,9.99,9.32,9.44,0.01178992497,22377000,40.13,41.23,41.33,39.42,0,#N/A,#N/A,0,#N/A,#N/A,0,#N/A,#N/A
9.77,10.62,9.77,10.08,0.06779661017,35111200,40.96,40.93,41.53,40.33,1,10.08,#N/A,1,0.06779661017,#N/A,0,#N/A,#N/A
10.34,10.47,9.94,9.64,-0.04365079365,21645300,40.63,39.45,40.69,39.34,2,#N/A,9.64,2,#N/A,-0.04365079365,2,#N/A,-0.04365079365
11.55,12.7,11.44,11.77,0.2209543568,60444800,39.65,42.4,43.48,39.46,1,11.77,#N/A,1,0.2209543568,#N/A,1,0.2209543568,#N/A
12.69,12.7,11.74,11.45,-0.02718776551,28596700,43.77,43.8,45.3,43.6,0,#N/A,#N/A,0,#N/A,#N/A,0,#N/A,#N/A
11.58,11.96,11.19,10.89,-0.04890829694,19566200,43.73,43.53,44.5,43.26,2,#N/A,10.89,2,#N/A,-0.04890829694,2,#N/A,-0.04890829694
11.4,11.93,11.37,11.36,0.04315886134,16880400,43.2,42.78,43.34,42.63,0,#N/A,#N/A,0,#N/A,#N/A,0,#N/A,#N/A
12.5,12.71,12.25,12.22,0.07570422535,24354800,42.71,43.82,44.67,42.71,0,#N/A,#N/A,1,0.07570422535,#N/A,1,0.07570422535,#N/A
12.36,12.99,12.26,12.5,0.02291325696,18665700,43.89,43.75,44.25,43.08,1,12.5,#N/A,0,#N/A,#N/A,0,#N/A,#N/A
13.08,13.72,12.86,12.39,-0.0088,29659900,43.75,44.34,44.89,43.48,2,#N/A,12.39,2,#N/A,-0.0088,2,#N/A,-0.0088
12.67,13.42,12.56,12.86,0.03793381759,20162700,43.96,44.2,44.57,43.79,0,#N/A,#N/A,1,0.03793381759,#N/A,0,#N/A,#N/A
13.69,13.71,13.3,12.98,0.00933125972,20175000,44.15,44.96,45.24,44.05,0,#N/A,#N/A,2,#N/A,0.00933125972,0,#N/A,#N/A
13.85,15.81,13.83,15.17,0.1687211094,44957100,45.08,46.06,46.12,44.89,0,#N/A,#N/A,1,0.1687211094,#N/A,1,0.1687211094,#N/A
16.97,17.27,16.31,16.15,0.06460118655,54355000,45.9,47.86,48.03,45.89,1,16.15,#N/A,0,#N/A,#N/A,0,#N/A,#N/A
16.65,17.1,15.94,16.09,-0.003715170279,29706200,47.8,48.61,49.06,47.72,0,#N/A,#N/A,0,#N/A,#N/A,0,#N/A,#N/A
16.72,16.95,16.34,15.94,-0.009322560597,13272500,47.81,48.18,48.44,47.34,0,#N/A,#N/A,0,#N/A,#N/A,0,#N/A,#N/A
16.24,16.55,15.72,15.17,-0.04830614806,31056400,47.91,47.59,47.99,46.85,0,#N/A,#N/A,2,#N/A,-0.04830614806,2,#N/A,-0.04830614806
15.9,16.14,14.97,14.56,-0.04021094265,31278000,47.79,47.42,48.3,46.88,2,#N/A,14.56,0,#N/A,#N/A,0,#N/A,#N/A
14.92,16.51,14.77,15.3,0.05082417582,33045500,47.05,48.25,48.76,46.82,0,#N/A,#N/A,1,0.05082417582,#N/A,0,#N/A,#N/A
16.03,16.74,15.66,15.78,0.03137254902,26614800,48,48.71,48.94,47.67,0,#N/A,#N/A,2,#N/A,0.03137254902,0,#N/A,#N/A
16.91,18.61,16.9,17.89,0.1337135615,52874500,48.96,49.25,49.92,48.84,1,17.89,#N/A,1,0.1337135615,#N/A,1,0.1337135615,#N/A
17.83,18.68,17.55,17.51,-0.02124091671,32247800,49.23,48.79,49.43,48.4,2,#N/A,17.51,2,#N/A,-0.02124091671,2,#N/A,-0.02124091671
17.86,19.3,17.82,18.41,0.05139920046,32923800,48.58,48.84,49,48.09,0,#N/A,#N/A,0,#N/A,#N/A,0,#N/A,#N/A
19.4,21.61,19.3,20.52,0.1146116241,52292600,49,50.25,51.06,48.86,1,20.52,#N/A,1,0.1146116241,#N/A,1,0.1146116241,#N/A
21.21,21.35,20.35,20.12,-0.01949317739,30941000,50.45,49.97,50.74,49.74,0,#N/A,#N/A,0,#N/A,#N/A,0,#N/A,#N/A
21.43,21.65,19.08,18.46,-0.08250497018,36149200,50.05,50.29,50.8,49.13,2,#N/A,18.46,2,#N/A,-0.08250497018,2,#N/A,-0.08250497018
19.56,20.18,18.82,19.11,0.03521126761,26858600,50.3,50.76,50.89,49.78,1,19.11,#N/A,1,0.03521126761,#N/A,1,0.03521126761,#N/A
19.77,19.88,19.24,18.73,-0.01988487703,17050800,50.64,51.08,51.2,50.34,0,#N/A,#N/A,2,#N/A,-0.01988487703,0,#N/A,#N/A
19.72,19.77,19.1,18.47,-0.01388147357,17630800,51.12,51.5,51.9,51.08,0,#N/A,#N/A,1,-0.01388147357,#N/A,0,#N/A,#N/A
19.07,19.48,18.45,17.84,-0.03410936654,38206600,51.43,52.26,52.48,51.13,0,#N/A,#N/A,0,#N/A,#N/A,0,#N/A,#N/A
17.01,18.03,16.94,16.82,-0.05717488789,29666900,52.22,50.91,52.32,49.2,0,#N/A,#N/A,2,#N/A,-0.05717488789,2,#N/A,-0.05717488789
17.5,17.57,16.88,16.29,-0.03151010702,21507600,50.65,50.08,50.86,49.56,2,#N/A,16.29,0,#N/A,#N/A,0,#N/A,#N/A
17.13,18.39,17.05,17.23,0.05770411295,24012800,49.7,51.2,51.59,49.2,1,17.23,#N/A,1,0.05770411295,#N/A,1,0.05770411295,#N/A
17.59,17.79,17.09,16.6,-0.03656413233,18074000,51.02,51.09,51.63,50.86,2,#N/A,16.6,2,#N/A,-0.03656413233,2,#N/A,-0.03656413233
17.81,17.92,17.3,16.67,0.00421686747,15193600,51.49,51.8,51.84,50.9,0,#N/A,#N/A,0,#N/A,#N/A,0,#N/A,#N/A
17.75,17.98,17.32,16.81,0.008398320336,18497800,51.5,51.09,53.33,50.56,0,#N/A,#N/A,0,#N/A,#N/A,0,#N/A,#N/A
17.8,19.95,17.65,18.5,0.1005353956,37293800,50.95,53.6,53.9,50.7,0,#N/A,#N/A,1,0.1005353956,#N/A,1,0.1005353956,#N/A
19.52,20.28,18.97,19.26,0.04108108108,37156400,53.52,54.3,54.73,53.02,0,#N/A,#N/A,0,#N/A,#N/A,0,#N/A,#N/A
20.21,21.15,20.03,19.81,0.02855659398,24299300,54.13,54.38,54.9,53.94,1,19.81,#N/A,0,#N/A,#N/A,0,#N/A,#N/A
20.88,21.03,19.87,19.34,-0.02372539122,18277900,54.56,55.99,56.36,54.34,0,#N/A,#N/A,2,#N/A,-0.02372539122,2,#N/A,-0.02372539122
19.25,20.18,19,19.34,0,15120400,56.24,55.66,56.39,54.99,0,#N/A,#N/A,0,#N/A,#N/A,0,#N/A,#N/A
20.59,22.79,20.27,21.78,0.1261633919,37326600,55.66,56.58,56.79,55.51,1,21.78,#N/A,1,0.1261633919,#N/A,1,0.1261633919,#N/A
22.69,22.78,22.13,21.51,-0.01239669421,19527000,56.83,56.06,57.42,55.77,2,#N/A,21.51,2,#N/A,-0.01239669421,0,#N/A,#N/A
22.84,24.6,22.62,23.34,0.08507670851,29879100,55.93,56.42,56.57,55.24,1,23.34,#N/A,1,0.08507670851,#N/A,0,#N/A,#N/A
23.45,23.71,22.36,21.56,-0.07626392459,24701700,56.41,55.1,56.5,54.64,2,#N/A,21.56,2,#N/A,-0.07626392459,2,#N/A,-0.07626392459
23.05,23.75,22.87,22.22,0.0306122449,21931400,55.01,55.9,56.08,54.89,1,22.22,#N/A,1,0.0306122449,#N/A,0,#N/A,#N/A
23.27,23.53,22.75,22.17,-0.002250225023,14737000,56.07,56.08,56.64,55.66,0,#N/A,#N/A,0,#N/A,#N/A,0,#N/A,#N/A
22.91,22.99,21.44,20.74,-0.06450157871,19306300,55.82,56.1,56.24,55.49,0,#N/A,#N/A,2,#N/A,-0.06450157871,2,#N/A,-0.06450157871
20.67,21.6,20.26,20.7,-0.001928640309,17640700,56,55.41,56.03,54.48,2,#N/A,20.7,0,#N/A,#N/A,0,#N/A,#N/A
21,21.62,20.67,20.72,0.0009661835749,15398900,55.26,55.88,56.02,55.07,1,20.72,#N/A,1,0.0009661835749,#N/A,0,#N/A,#N/A
21.9,22.42,20.35,19.63,-0.05260617761,19138100,55.93,55.91,56.34,55.39,2,#N/A,19.63,2,#N/A,-0.05260617761,2,#N/A,-0.05260617761
19.99,21.66,19.46,19.82,0.009679062659,25688400,56.05,55.81,56.49,55.2,0,#N/A,#N/A,0,#N/A,#N/A,0,#N/A,#N/A
20.8,21.49,20.23,20.18,0.01816347124,16438200,55.41,55.53,56.59,55.31,1,20.18,#N/A,1,0.01816347124,#N/A,1,0.01816347124,#N/A
20.63,20.75,19.8,19.64,-0.02675916749,13688000,54.91,56.35,56.53,54.6,2,#N/A,19.64,2,#N/A,-0.02675916749,2,#N/A,-0.02675916749
21.49,21.77,20.62,19.96,0.01629327902,15513800,56.35,57.46,58.05,56.33,0,#N/A,#N/A,0,#N/A,#N/A,0,#N/A,#N/A
20.98,22.16,20.87,21.21,0.0626252505,18308300,57.85,58.46,58.94,57.5,0,#N/A,#N/A,1,0.0626252505,#N/A,1,0.0626252505,#N/A
22.33,22.59,21.66,21.48,0.01272984441,13247100,58.59,58.84,59.12,58.04,0,#N/A,#N/A,0,#N/A,#N/A,0,#N/A,#N/A
22.83,23.14,22.2,21.73,0.01163873371,13227600,59.17,59.34,59.79,59.08,0,#N/A,#N/A,2,#N/A,0.01163873371,0,#N/A,#N/A
23.02,25.5,23,24.51,0.1279337322,31510500,59.43,60.56,60.72,59.43,1,24.51,#N/A,1,0.1279337322,#N/A,1,0.1279337322,#N/A
24.6,25.15,24.1,23.74,-0.03141574867,20757100,60.8,61.09,61.34,60.05,2,#N/A,23.74,2,#N/A,-0.03141574867,2,#N/A,-0.03141574867
24.83,25.79,24.8,24.65,0.03833192923,22400500,61.21,61.47,61.69,60.87,1,24.65,#N/A,1,0.03833192923,#N/A,0,#N/A,#N/A
25.4,25.41,24.08,24.06,-0.02393509128,15232200,61.01,61.14,61.5,60.72,2,#N/A,24.06,2,#N/A,-0.02393509128,0,#N/A,#N/A
24.69,25.75,24.56,24.45,0.01620947631,12382000,60.82,62.43,62.83,60.35,0,#N/A,#N/A,0,#N/A,#N/A,0,#N/A,#N/A
26.66,26.95,25.88,25.48,0.04212678937,19260400,63.47,63.35,63.7,62.69,0,#N/A,#N/A,1,0.04212678937,#N/A,1,0.04212678937,#N/A
26.84,27.18,25.85,25.74,0.01020408163,15082100,63.15,64.34,64.96,62.73,1,25.74,#N/A,0,#N/A,#N/A,0,#N/A,#N/A
26.45,26.73,25.21,24.35,-0.054001554,15311700,65.02,63.93,65.52,63.22,2,#N/A,24.35,2,#N/A,-0.054001554,2,#N/A,-0.054001554
25.32,25.9,25.03,24.48,0.005338809035,14936100,63.3,62.91,63.94,62.09,0,#N/A,#N/A,0,#N/A,#N/A,0,#N/A,#N/A
25.99,27.46,25.82,25.49,0.04125816993,22820600,62.68,65.24,65.85,62.55,1,25.49,#N/A,1,0.04125816993,#N/A,0,#N/A,#N/A
26.29,26.65,24.42,25.1,-0.01530011769,22587700,65.51,65.37,66.79,64.47,2,#N/A,25.1,2,#N/A,-0.01530011769,0,#N/A,#N/A
26.5,28.68,25.96,27.12,0.08047808765,27789000,65.06,67.04,67.31,64.8,1,27.12,#N/A,1,0.08047808765,#N/A,1,0.08047808765,#N/A
28.17,28.54,26.45,25.76,-0.05014749263,21142500,67.2,66.88,67.7,66.48,0,#N/A,#N/A,2,#N/A,-0.05014749263,2,#N/A,-0.05014749263
26.26,27.01,25.21,25.63,-0.005046583851,21626700,66.89,64.42,66.9,65.72,2,#N/A,25.63,0,#N/A,#N/A,0,#N/A,#N/A
27.37,28.28,27.01,26.62,0.03862660944,16185700,64.85,63.69,65.93,63.17,0,#N/A,#N/A,1,0.03862660944,#N/A,1,0.03862660944,#N/A
27.59,28.51,27.32,26.79,0.006386175808,16557000,63.12,62.7,64.13,62.38,0,#N/A,#N/A,2,#N/A,0.006386175808,0,#N/A,#N/A
28,29.45,28,27.6,0.03023516237,20382100,62.38,64.07,64.7,62.38,0,#N/A,#N/A,0,#N/A,#N/A,0,#N/A,#N/A
29.18,30.63,28.54,28.8,0.04347826087,39491600,64.1,66.74,67.75,63.33,0,#N/A,#N/A,0,#N/A,#N/A,0,#N/A,#N/A
31.59,32.52,30,30.08,0.04444444444,42026500,67.16,69.36,69.69,66.67,1,30.08,#N/A,1,0.04444444444,#N/A,1,0.04444444444,#N/A
31.68,31.9,29.63,28.67,-0.046875,22684800,69.97,68.24,71.38,67.8,0,#N/A,#N/A,2,#N/A,-0.046875,2,#N/A,-0.046875
28.85,29.63,28.54,28.28,-0.01360306941,24101800,67.46,67.9,68.42,66.5,2,#N/A,28.28,0,#N/A,#N/A,0,#N/A,#N/A
29.94,31.83,29.77,29.85,0.05551626591,21984300,68.45,69.63,69.84,67.99,1,29.85,#N/A,1,0.05551626591,#N/A,1,0.05551626591,#N/A
30.7,31.27,30.46,29.51,-0.01139028476,16114000,69.59,69.22,69.9,69.03,0,#N/A,#N/A,0,#N/A,#N/A,0,#N/A,#N/A
30.04,30.31,28.77,28.23,-0.04337512708,19532800,69.08,68.88,70.03,67.82,0,#N/A,#N/A,2,#N/A,-0.04337512708,2,#N/A,-0.04337512708
28.6,29.24,27.79,27.14,-0.03861140631,16895200,68.81,68.39,68.94,67.36,2,#N/A,27.14,0,#N/A,#N/A,0,#N/A,#N/A
28.04,29.13,27.94,27.98,0.03095062638,16242400,68.39,68,68.89,66.96,1,27.98,#N/A,1,0.03095062638,#N/A,0,#N/A,#N/A
28.49,28.67,26.51,25.65,-0.08327376698,24421000,67.77,63.28,68.15,61.45,2,#N/A,25.65,2,#N/A,-0.08327376698,2,#N/A,-0.08327376698
27,28.56,26.7,27.07,0.05536062378,29558100,62.99,64.53,64.95,62.07,1,27.07,#N/A,1,0.05536062378,#N/A,1,0.05536062378,#N/A
27.82,28.23,27.27,26.45,-0.0229035833,14200400,64.53,64.62,65.12,63.45,0,#N/A,#N/A,0,#N/A,#N/A,0,#N/A,#N/A
26.3,26.78,25.35,25.72,-0.02759924386,18172000,63.99,61.95,64.19,60.98,2,#N/A,25.72,2,#N/A,-0.02759924386,2,#N/A,-0.02759924386
27.74,27.9,26.86,26.74,0.03965785381,16268500,62.01,64.57,64.89,61.85,1,26.74,#N/A,1,0.03965785381,#N/A,1,0.03965785381,#N/A
27.31,27.34,26.36,26.01,-0.02729992521,13907100,64.58,64.98,65.46,63.13,2,#N/A,26.01,2,#N/A,-0.02729992521,0,#N/A,#N/A
26.69,27.72,26.54,26.33,0.0123029604,9799200,65.2,64.14,65.41,63.52,1,26.33,#N/A,1,0.0123029604,#N/A,0,#N/A,#N/A
27.33,27.41,26.61,25.65,-0.02582605393,15989700,64.13,63.54,64.79,63.53,2,#N/A,25.65,2,#N/A,-0.02582605393,0,#N/A,#N/A
26.82,27.82,26.41,26.38,0.02846003899,27311000,63.12,64.86,65.17,62.38,1,26.38,#N/A,1,0.02846003899,#N/A,1,0.02846003899,#N/A
27,27.15,25.07,24.38,-0.07581501137,32081300,64.57,62.15,64.81,61.25,2,#N/A,24.38,2,#N/A,-0.07581501137,2,#N/A,-0.07581501137
25.62,26.19,25.26,24.42,0.001640689089,20232400,62.32,62.74,64.28,62.08,1,24.42,#N/A,1,0.001640689089,#N/A,0,#N/A,#N/A
25.49,25.67,25.01,24.37,-0.002047502048,14354600,62.6,63.16,63.55,61.6,0,#N/A,#N/A,0,#N/A,#N/A,0,#N/A,#N/A
24.92,24.95,24.24,23.82,-0.02256873205,14911100,63.02,63.2,63.43,62.38,0,#N/A,#N/A,2,#N/A,-0.02256873205,2,#N/A,-0.02256873205
24.75,25.03,24.37,23.69,-0.005457598657,10378800,63.28,62.95,63.49,62.57,0,#N/A,#N/A,1,-0.005457598657,#N/A,0,#N/A,#N/A
24.78,25.16,23.94,23.34,-0.01477416631,15386300,63.03,63.28,64.31,62.41,2,#N/A,23.34,2,#N/A,-0.01477416631,0,#N/A,#N/A
24.17,24.53,23.92,23.4,0.002570694087,11106500,63.24,63.67,64.19,63.18,0,#N/A,#N/A,0,#N/A,#N/A,0,#N/A,#N/A
25,26.05,24.92,24.61,0.05170940171,26392800,64.01,66.58,66.9,63.88,1,24.61,#N/A,1,0.05170940171,#N/A,1,0.05170940171,#N/A
