OXY_Open,OXY_High,OXY_Low,OXY_Adj_Close,OXY_Adj_PD,OXY_Volume,OIL_Open,OIL_Close,OIL_High,OIL_Low,Max/Min Label,Rel_Max,Rel_Min,Max/Min Label_P,Rel_Max_P,Rel_Min_P,Max/Min Label_dP,Rel_Max_dP,Rel_Min_dP
81.61,81.76,80.33,69.38,-0.009140245644,4532100,74.64,72.28,74.87,71.65,0,#N/A,#N/A,0,#N/A,#N/A,0,#N/A,#N/A
79.47,79.66,76.1,66.47,-0.04194292303,14625200,72.16,72.07,72.89,71.86,2,#N/A,66.47,2,#N/A,-0.04194292303,2,#N/A,-0.04194292303
77.43,78.89,77.3,67.32,0.01278772379,8380600,71.97,72.81,73.14,71.4,1,67.32,#N/A,1,0.01278772379,#N/A,0,#N/A,#N/A
78.89,79.42,78,66.77,-0.008169934641,6056000,73,72.61,73.09,71.04,2,#N/A,66.77,2,#N/A,-0.008169934641,0,#N/A,#N/A
78.69,79.91,78.51,68.07,0.01946982178,5701600,72.82,72.46,73.93,72.16,1,68.07,#N/A,1,0.01946982178,#N/A,1,0.01946982178,#N/A
79.15,79.24,76.84,65.74,-0.03422946966,6489500,72.22,70.76,72.44,70.3,2,#N/A,65.74,2,#N/A,-0.03422946966,2,#N/A,-0.03422946966
77.42,78.87,77.38,66.67,0.01414663827,5470600,70.65,71.43,71.52,70.4,0,#N/A,#N/A,1,0.01414663827,#N/A,0,#N/A,#N/A
78.52,78.97,78.21,67.12,0.006749662517,4795100,71.35,71.83,72.49,71.25,0,#N/A,#N/A,0,#N/A,#N/A,0,#N/A,#N/A
78.52,79.38,78.4,67.51,0.005810488677,3119000,71.77,72.21,72.75,71.42,1,67.51,#N/A,0,#N/A,#N/A,0,#N/A,#N/A
79.34,79.57,78.73,67.41,-0.001481262035,3282400,72.15,72.63,72.95,72.05,2,#N/A,67.41,2,#N/A,-0.001481262035,0,#N/A,#N/A
79.45,79.8,79.21,67.79,0.005637145824,2948900,72.76,74.78,75,72.7,1,67.79,#N/A,1,0.005637145824,#N/A,0,#N/A,#N/A
78.98,79.18,78.59,67.49,-0.00442543148,2313600,74.72,74.73,74.87,74.21,2,#N/A,67.49,2,#N/A,-0.00442543148,2,#N/A,-0.00442543148
79.47,80.45,79.21,67.8,0.004593273077,2580800,74.73,75.82,76.42,74.68,0,#N/A,#N/A,0,#N/A,#N/A,0,#N/A,#N/A
79.46,80.32,79.46,68.54,0.01091445428,2242100,75.54,76.21,76.34,75.39,1,68.54,#N/A,1,0.01091445428,#N/A,1,0.01091445428,#N/A
80.54,81.07,79.82,68.45,-0.001313101838,3173100,76.34,75.95,76.97,75.73,2,#N/A,68.45,2,#N/A,-0.001313101838,2,#N/A,-0.001313101838
80.41,80.9,80.07,68.56,0.001607012418,3149800,75.99,77.14,77.42,75.67,1,68.56,#N/A,1,0.001607012418,#N/A,0,#N/A,#N/A
80.02,80.33,79.55,68.47,-0.001312718786,3216600,77.33,77.77,78.03,77.18,0,#N/A,#N/A,0,#N/A,#N/A,0,#N/A,#N/A
80,80.2,79.58,68.25,-0.003213086023,3227800,77.53,77.64,77.79,77,0,#N/A,#N/A,0,#N/A,#N/A,0,#N/A,#N/A
80.04,80.06,77.78,67.74,-0.007472527473,5131600,78.19,78.17,79.72,77.44,0,#N/A,#N/A,2,#N/A,-0.007472527473,0,#N/A,#N/A
78.75,79.31,77.71,67.62,-0.001771479185,3851000,77.82,77.27,78.09,76.91,0,#N/A,#N/A,1,-0.001771479185,#N/A,0,#N/A,#N/A
79,79.05,77.15,66.28,-0.0198166223,4084200,77.02,76.5,77.77,75.64,2,#N/A,66.28,2,#N/A,-0.0198166223,2,#N/A,-0.0198166223
77,77.78,76.84,66.36,0.001207000604,2732100,77.08,77.37,77.92,76.9,0,#N/A,#N/A,0,#N/A,#N/A,0,#N/A,#N/A
76.63,77.74,76.42,66.57,0.003164556962,4164700,77.38,79.06,79.54,77.36,1,66.57,#N/A,1,0.003164556962,#N/A,0,#N/A,#N/A
77.61,77.88,75.29,65.38,-0.01787592008,5535700,79.42,79.74,80.13,78.75,2,#N/A,65.38,2,#N/A,-0.01787592008,2,#N/A,-0.01787592008
75.46,76.97,74.69,66.15,0.01177730193,7684700,79.6,78.18,79.71,77.87,0,#N/A,#N/A,0,#N/A,#N/A,0,#N/A,#N/A
76.73,78.04,76.73,66.96,0.01224489796,4672700,78.45,78.09,78.94,77.37,0,#N/A,#N/A,1,0.01224489796,#N/A,0,#N/A,#N/A
77.79,78.07,77.4,66.98,0.0002986857826,3000600,78.07,78.05,78.9,77.73,0,#N/A,#N/A,2,#N/A,0.0002986857826,2,#N/A,0.0002986857826
78.89,79.98,78.54,68.09,0.01657211108,3789700,77.78,79.03,79.73,77.46,0,#N/A,#N/A,1,0.01657211108,#N/A,1,0.01657211108,#N/A
78.9,79.9,78.22,68.52,0.006315171097,3785000,78.97,79.4,79.5,78.51,1,68.52,#N/A,0,#N/A,#N/A,0,#N/A,#N/A
79.64,79.85,78.71,68.39,-0.001897256276,3752900,79.44,78.7,79.83,78.51,2,#N/A,68.39,2,#N/A,-0.001897256276,2,#N/A,-0.001897256276
79.63,79.76,78.31,68.71,0.004679046644,8385900,78.67,78.8,80.12,78.23,0,#N/A,#N/A,0,#N/A,#N/A,0,#N/A,#N/A
80.34,81.8,80.07,69.7,0.01440838306,4700600,78.97,81.2,81.48,78.97,0,#N/A,#N/A,1,0.01440838306,#N/A,1,0.01440838306,#N/A
81.24,81.59,80.77,70.18,0.006886657102,5316300,81.35,81.87,82.55,81.17,1,70.18,#N/A,0,#N/A,#N/A,0,#N/A,#N/A
80.86,82.13,80.82,69.93,-0.003562268453,4221400,81.45,81.34,82.27,81.78,2,#N/A,69.93,2,#N/A,-0.003562268453,2,#N/A,-0.003562268453
80.75,83.08,80.62,70.93,0.0143000143,6414600,81.63,82.73,82.87,81.6,0,#N/A,#N/A,1,0.0143000143,#N/A,1,0.0143000143,#N/A
82.32,83.3,82.05,71.76,0.01170167771,4169600,82.79,84.98,85.45,82.55,1,71.76,#N/A,0,#N/A,#N/A,0,#N/A,#N/A
83.27,83.35,82.49,71.53,-0.003205128205,3474200,84.95,84.8,85.38,84.31,0,#N/A,#N/A,0,#N/A,#N/A,0,#N/A,#N/A
82.93,83.03,81.79,71.17,-0.005032853348,3871200,84.79,86.29,86.74,84.01,0,#N/A,#N/A,2,#N/A,-0.005032853348,0,#N/A,#N/A
81.91,82.63,81.5,70.94,-0.003231698749,3960700,85.99,84.58,86.43,84.14,0,#N/A,#N/A,1,-0.003231698749,#N/A,0,#N/A,#N/A
82.38,82.58,77.86,67.26,-0.05187482379,5059200,84.98,83.09,85.17,82.26,0,#N/A,#N/A,2,#N/A,-0.05187482379,2,#N/A,-0.05187482379
77.7,77.84,76,66.06,-0.0178412132,5673700,82.47,80.26,82.63,79.8,2,#N/A,66.06,0,#N/A,#N/A,0,#N/A,#N/A
77.41,77.64,75.72,66.43,0.005600968816,4274500,80.28,80.43,81.48,79.23,1,66.43,#N/A,1,0.005600968816,#N/A,1,0.005600968816,#N/A
73.89,73.97,72.15,63.11,-0.04997741984,7987500,80.88,81.41,81.75,79.8,0,#N/A,#N/A,2,#N/A,-0.04997741984,2,#N/A,-0.04997741984
72.8,73.08,71.95,62.94,-0.002693709396,5399200,81.74,80.05,81.85,79.17,0,#N/A,#N/A,1,-0.002693709396,#N/A,0,#N/A,#N/A
72.31,72.69,71.51,62.06,-0.01398156975,5417200,80.23,79.29,80.31,78.69,2,#N/A,62.06,2,#N/A,-0.01398156975,0,#N/A,#N/A
71.87,73.52,71.87,62.3,0.003867225266,5693600,79.44,79.78,80.88,79.22,0,#N/A,#N/A,1,0.003867225266,#N/A,1,0.003867225266,#N/A
72.4,72.51,71.25,62.4,0.001605136437,4341200,80.11,79.83,80.41,78.99,1,62.4,#N/A,0,#N/A,#N/A,0,#N/A,#N/A
71.03,71.5,68.16,58.89,-0.05625,7294200,76.35,76.17,77.57,75.11,2,#N/A,58.89,2,#N/A,-0.05625,2,#N/A,-0.05625
69.13,69.66,68.02,59.26,0.006282900323,5413800,75.67,76.89,77.08,75.35,1,59.26,#N/A,1,0.006282900323,#N/A,1,0.006282900323,#N/A
67.94,68.69,66.84,58.62,-0.010799865,6326500,76.6,77.62,77.91,75.77,0,#N/A,#N/A,2,#N/A,-0.010799865,0,#N/A,#N/A
66.42,67.71,66.06,58.31,-0.005288297509,4770700,76.82,75.91,77.32,75.09,2,#N/A,58.31,0,#N/A,#N/A,0,#N/A,#N/A
67.18,68.65,66.86,59,0.01183330475,6132700,0,72.89,74.99,72.56,1,59,#N/A,1,0.01183330475,#N/A,0,#N/A,#N/A
68.73,69.13,67.57,58.96,-0.0006779661017,6663900,72.75,72.83,73.5,72.16,2,#N/A,58.96,2,#N/A,-0.0006779661017,0,#N/A,#N/A
68.93,70.62,68.7,60.38,0.02408412483,7969800,72.85,73.17,74.13,72.26,0,#N/A,#N/A,0,#N/A,#N/A,0,#N/A,#N/A
74.3,75.11,71.14,63.3,0.04836038423,11077000,72.85,72.13,73.28,71.18,0,#N/A,#N/A,1,0.04836038423,#N/A,1,0.04836038423,#N/A
74.94,75.79,73.29,63.63,0.005213270142,5995300,71.66,72.07,73.55,71.36,1,63.63,#N/A,0,#N/A,#N/A,0,#N/A,#N/A
73.53,73.84,72.27,62.69,-0.01477290586,4441400,72.1,70.65,73.08,70.56,2,#N/A,62.69,2,#N/A,-0.01477290586,0,#N/A,#N/A
71.71,74.15,70.9,63.49,0.01276120593,6984100,70.87,70.18,71.68,70.53,1,63.49,#N/A,1,0.01276120593,#N/A,1,0.01276120593,#N/A
72.13,72.67,70.47,61.1,-0.03764372342,5500400,69.13,65.47,69.68,64.61,2,#N/A,61.1,2,#N/A,-0.03764372342,2,#N/A,-0.03764372342
72.12,72.47,70.29,61.24,0.002291325696,5873800,65.62,66.12,67.63,65.02,0,#N/A,#N/A,0,#N/A,#N/A,0,#N/A,#N/A
70.51,72.74,69.7,62.66,0.02318745918,4813100,66.12,66.62,67.42,65.77,0,#N/A,#N/A,1,0.02318745918,#N/A,1,0.02318745918,#N/A
72.92,73.61,72.25,63.34,0.01085221832,4761900,66.68,66.76,68.38,66.06,1,63.34,#N/A,0,#N/A,#N/A,0,#N/A,#N/A
72.61,73.64,72.48,63.32,-0.0003157562362,5149600,66.99,66.79,67.64,65.27,0,#N/A,#N/A,0,#N/A,#N/A,0,#N/A,#N/A
72.52,72.78,69.71,60.68,-0.041692988,4476500,66.9,62.53,66.9,61.71,2,#N/A,60.68,2,#N/A,-0.041692988,2,#N/A,-0.041692988
70.59,73.04,70.51,62.22,0.02537903757,4505500,62.6,63.48,64.48,62.56,1,62.22,#N/A,1,0.02537903757,#N/A,1,0.02537903757,#N/A
70.5,70.5,69.05,60.27,-0.03134040501,3248800,62.58,58.8,62.79,58.41,2,#N/A,60.27,2,#N/A,-0.03134040501,0,#N/A,#N/A
70.47,71.32,70.26,60.97,0.01161440186,4534300,58.98,60.48,61.13,58.6,1,60.97,#N/A,1,0.01161440186,#N/A,0,#N/A,#N/A
70.15,70.39,68.82,59.89,-0.01771362965,5545900,60.39,60.21,61.4,58.92,2,#N/A,59.89,2,#N/A,-0.01771362965,0,#N/A,#N/A
69.27,70.71,67.51,61.03,0.01903489731,4660100,60.63,58.76,61.27,58.55,0,#N/A,#N/A,1,0.01903489731,#N/A,1,0.01903489731,#N/A
70.71,71.7,70.51,61.21,0.002949369163,3615200,59.12,59.51,60.37,57.5,1,61.21,#N/A,0,#N/A,#N/A,0,#N/A,#N/A
70.25,71,69.13,60.65,-0.00914883189,5947800,59.28,59.46,59.93,58.25,2,#N/A,60.65,2,#N/A,-0.00914883189,0,#N/A,#N/A
72.04,72.43,70.54,61.56,0.01500412201,5019100,59.98,61.69,62.6,59.85,1,61.56,#N/A,1,0.01500412201,#N/A,1,0.01500412201,#N/A
71.6,71.8,68.8,60.14,-0.02306692658,4455900,61.9,62.08,63.58,61.24,0,#N/A,#N/A,0,#N/A,#N/A,0,#N/A,#N/A
68.45,68.47,65.89,58.28,-0.03092783505,7532700,61.36,60.06,61.97,58.36,0,#N/A,#N/A,0,#N/A,#N/A,0,#N/A,#N/A
65.71,66.07,62.57,56.27,-0.03448867536,6135500,61.34,59.97,62.33,59.61,2,#N/A,56.27,2,#N/A,-0.03448867536,2,#N/A,-0.03448867536
65.39,65.64,63.81,56.5,0.004087435578,6031000,59.91,60.2,61.1,59.58,0,#N/A,#N/A,0,#N/A,#N/A,0,#N/A,#N/A
65.72,66.67,65.37,57.12,0.01097345133,6621400,60.67,60.15,61.43,59.98,0,#N/A,#N/A,0,#N/A,#N/A,0,#N/A,#N/A
65.25,67,64.73,58.23,0.01943277311,6730400,60.29,61.45,62.02,59.33,1,58.23,#N/A,1,0.01943277311,#N/A,1,0.01943277311,#N/A
66.13,66.57,64.53,56.85,-0.02369912416,5090200,61.53,60.28,61.58,59.92,0,#N/A,#N/A,2,#N/A,-0.02369912416,2,#N/A,-0.02369912416
64.82,65.76,63.58,55.98,-0.01530343008,5665600,60.25,59.61,61.21,58.64,0,#N/A,#N/A,0,#N/A,#N/A,0,#N/A,#N/A
64.05,64.32,62.57,55.14,-0.01500535906,5804700,59,56.26,59.24,55.89,0,#N/A,#N/A,0,#N/A,#N/A,0,#N/A,#N/A
63.8,64.36,61.52,54.35,-0.01432716721,6612100,56.51,57.24,58.11,56.04,0,#N/A,#N/A,1,-0.01432716721,#N/A,0,#N/A,#N/A
61.21,62.38,60.03,52.95,-0.02575896964,7295300,56.49,54.35,56.75,54.28,0,#N/A,#N/A,2,#N/A,-0.02575896964,0,#N/A,#N/A
60.41,61.55,59.6,52.38,-0.01076487252,12543000,54.97,53.82,55.33,52.79,0,#N/A,#N/A,1,-0.01076487252,#N/A,0,#N/A,#N/A
59.42,59.83,57.11,49.87,-0.04791905307,4131100,53.49,50.47,54.66,50.36,2,#N/A,49.87,2,#N/A,-0.04791905307,2,#N/A,-0.04791905307
57.62,60.63,56.83,52.92,0.06115901343,7171400,50.84,54.47,55.29,49.93,1,52.92,#N/A,1,0.06115901343,#N/A,1,0.06115901343,#N/A
61.19,61.46,60.18,52.81,-0.002078609221,5029100,53.44,53.21,53.8,51.6,2,#N/A,52.81,2,#N/A,-0.002078609221,0,#N/A,#N/A
62.18,62.4,60.73,53.48,0.0126869911,5465500,54.29,55.95,56.3,53.93,0,#N/A,#N/A,0,#N/A,#N/A,0,#N/A,#N/A
62.28,63.42,62.03,55.2,0.03216155572,6367400,55.67,57.06,58.31,55.34,0,#N/A,#N/A,1,0.03216155572,#N/A,1,0.03216155572,#N/A
63.55,65.33,62.75,56.31,0.02010869565,5771600,57.41,57.33,58.93,57.26,0,#N/A,#N/A,0,#N/A,#N/A,0,#N/A,#N/A
65.3,66.31,64.9,56.75,0.007813887409,5420100,57.64,58.72,58.87,57.13,0,#N/A,#N/A,2,#N/A,0.007813887409,0,#N/A,#N/A
65.48,66.22,65.25,57.44,0.01215859031,4515800,59.15,61.44,61.69,59.05,0,#N/A,#N/A,1,0.01215859031,#N/A,0,#N/A,#N/A
65.81,66.28,65.04,57.8,0.006267409471,4983200,61.15,61.68,61.91,60.44,0,#N/A,#N/A,0,#N/A,#N/A,0,#N/A,#N/A
65.66,66.25,65.19,57.83,0.0005190311419,3894600,61.19,60.48,61.04,60.28,1,57.83,#N/A,0,#N/A,#N/A,0,#N/A,#N/A
65.45,66.47,65.4,57.27,-0.009683555248,6604000,60.62,58.99,61.04,58.9,0,#N/A,#N/A,2,#N/A,-0.009683555248,2,#N/A,-0.009683555248
65.81,66.53,65.35,57.22,-0.0008730574472,4499700,59.36,60.64,60.86,59.11,0,#N/A,#N/A,1,-0.0008730574472,#N/A,0,#N/A,#N/A
65.51,65.67,65.08,56.88,-0.005941978329,4484500,60.42,61.32,61.45,60.03,2,#N/A,56.88,2,#N/A,-0.005941978329,0,#N/A,#N/A
64.65,66.1,64.45,57.49,0.01072433193,4767500,61.05,61.18,61.54,60.04,0,#N/A,#N/A,0,#N/A,#N/A,0,#N/A,#N/A
66.56,67.23,65.86,58.53,0.01809010263,4596200,61.33,62.7,63,61.32,1,58.53,#N/A,1,0.01809010263,#N/A,1,0.01809010263,#N/A
66.35,66.4,64.86,56.87,-0.028361524,4140800,62.59,61.5,62.71,60.57,0,#N/A,#N/A,2,#N/A,-0.028361524,2,#N/A,-0.028361524
65.26,65.71,63.94,56.39,-0.008440302444,3730600,61.37,61.14,62.33,60.21,2,#N/A,56.39,0,#N/A,#N/A,0,#N/A,#N/A
64.54,65.16,64.01,56.74,0.006206774251,4035100,61.02,61.09,61.51,60.41,0,#N/A,#N/A,0,#N/A,#N/A,0,#N/A,#N/A
65.55,66.7,65.42,58.1,0.02396898132,3474700,61.13,61.64,61.92,60.7,1,58.1,#N/A,1,0.02396898132,#N/A,1,0.02396898132,#N/A
66.57,66.82,66,58.05,-0.0008605851979,3887200,59.87,61.32,61.79,59.75,2,#N/A,58.05,2,#N/A,-0.0008605851979,0,#N/A,#N/A
66.96,67.46,66.44,58.48,0.007407407407,3894100,61.26,61.65,62.67,61.04,1,58.48,#N/A,1,0.007407407407,#N/A,0,#N/A,#N/A
67.28,67.39,66.21,58.32,-0.002735978112,5914100,61.97,61.89,62.32,61.57,2,#N/A,58.32,2,#N/A,-0.002735978112,0,#N/A,#N/A
67.26,68.23,66.78,59.42,0.01886145405,5387200,61.06,62.75,62.97,60.46,1,59.42,#N/A,1,0.01886145405,#N/A,1,0.01886145405,#N/A
67.47,67.91,67.13,59.15,-0.004543924605,3250900,62.83,62.51,63.63,61.28,0,#N/A,#N/A,0,#N/A,#N/A,0,#N/A,#N/A
67.61,67.64,67.01,58.77,-0.006424344886,2916300,62.64,61.98,63.02,61.72,0,#N/A,#N/A,0,#N/A,#N/A,0,#N/A,#N/A
66.84,67.16,66.48,58.19,-0.009868980773,3205500,62.06,62.69,62.8,61.05,0,#N/A,#N/A,0,#N/A,#N/A,0,#N/A,#N/A
66.1,66.21,64.46,56.69,-0.02577762502,4421700,62.5,61.63,62.91,60.6,2,#N/A,56.69,2,#N/A,-0.02577762502,2,#N/A,-0.02577762502
64.6,64.98,63.38,56.73,0.0007055918151,4651500,61.66,62.1,62.36,61.04,1,56.73,#N/A,1,0.0007055918151,#N/A,0,#N/A,#N/A
64.48,65.06,63.94,56.62,-0.001939009342,5489500,62.11,61.51,62.34,60.9,2,#N/A,56.62,2,#N/A,-0.001939009342,0,#N/A,#N/A
65.86,66.27,65.58,57.42,0.01412928294,3903100,61.59,62.42,63.34,61.59,0,#N/A,#N/A,1,0.01412928294,#N/A,1,0.01412928294,#N/A
66.13,68.05,64.88,57.5,0.001393242773,7206200,62.7,63.61,63.98,62.69,0,#N/A,#N/A,2,#N/A,0.001393242773,0,#N/A,#N/A
65.68,67.36,65.29,58.13,0.01095652174,5701600,63.69,64.57,64.81,63.25,0,#N/A,#N/A,1,0.01095652174,#N/A,0,#N/A,#N/A
67.57,68.26,66.5,58.67,0.009289523482,6058100,64.86,66.25,66.39,64.42,0,#N/A,#N/A,0,#N/A,#N/A,0,#N/A,#N/A
65.69,67.75,65.64,59.06,0.006647349582,5082900,66.44,66.45,66.65,65.58,0,#N/A,#N/A,2,#N/A,0.006647349582,0,#N/A,#N/A
67.5,68.31,67.35,59.6,0.009143244158,4017600,66.3,67.08,67.38,65.63,1,59.6,#N/A,1,0.009143244158,#N/A,0,#N/A,#N/A
68.19,68.19,66.41,58.16,-0.02416107383,4122700,67.05,67.07,67.31,66.69,0,#N/A,#N/A,2,#N/A,-0.02416107383,2,#N/A,-0.02416107383
67.18,67.21,65.74,57.57,-0.01014442916,5035900,66.96,67.12,67.73,66.87,2,#N/A,57.57,0,#N/A,#N/A,0,#N/A,#N/A
65.78,66.37,65.67,57.84,0.004689942678,3594600,66.97,64.76,67.47,64.54,1,57.84,#N/A,1,0.004689942678,#N/A,0,#N/A,#N/A
66.28,66.88,65.96,57.67,-0.002939142462,2764700,64.79,65.21,65.74,64.32,2,#N/A,57.67,2,#N/A,-0.002939142462,0,#N/A,#N/A
66.31,67.27,66.08,58.2,0.009190220218,2959300,65.64,66.39,66.7,65.27,1,58.2,#N/A,1,0.009190220218,#N/A,0,#N/A,#N/A
66.65,66.66,65.37,57.77,-0.007388316151,3856300,66.38,66.03,66.38,65.67,2,#N/A,57.77,2,#N/A,-0.007388316151,2,#N/A,-0.007388316151
66.37,67.57,66.37,58.99,0.02111822745,3866000,66.48,65.07,67.14,64.59,1,58.99,#N/A,1,0.02111822745,#N/A,1,0.02111822745,#N/A
67.76,67.98,66.41,58.9,-0.001525682319,4198600,64.97,65.67,66.34,64.93,2,#N/A,58.9,2,#N/A,-0.001525682319,0,#N/A,#N/A
67.42,67.83,66.81,58.97,0.001188455008,3699200,65.46,65.86,66.23,65.04,1,58.97,#N/A,1,0.001188455008,#N/A,0,#N/A,#N/A
67.14,67.41,65.86,57.8,-0.01984059691,4453400,65.49,65.99,66.18,65.22,0,#N/A,#N/A,2,#N/A,-0.01984059691,2,#N/A,-0.01984059691
66.23,66.3,65.5,57.41,-0.006747404844,3156900,65.88,66.3,67,65.75,0,#N/A,#N/A,1,-0.006747404844,#N/A,0,#N/A,#N/A
63.27,63.97,62.81,56.45,-0.01672182547,3770000,65.76,66.58,66.75,65.63,2,#N/A,56.45,2,#N/A,-0.01672182547,0,#N/A,#N/A
64.19,64.5,63.93,56.74,0.005137289637,3195500,66.7,66.67,67.39,66.34,0,#N/A,#N/A,0,#N/A,#N/A,0,#N/A,#N/A
64.72,65.17,64.31,57.5,0.01339443074,2561600,66.91,67.55,67.76,66.7,0,#N/A,#N/A,1,0.01339443074,#N/A,1,0.01339443074,#N/A
64.97,65.49,64.95,57.63,0.002260869565,2446300,67.65,67.23,68.14,67.03,0,#N/A,#N/A,2,#N/A,0.002260869565,2,#N/A,0.002260869565
64.86,65.6,64.85,57.86,0.003990976922,5602900,67.18,67.16,67.71,66.13,0,#N/A,#N/A,0,#N/A,#N/A,0,#N/A,#N/A
65.76,67.09,65.64,59.22,0.0235050121,3256800,67.14,67.54,67.69,66.69,1,59.22,#N/A,1,0.0235050121,#N/A,1,0.0235050121,#N/A
67.36,67.79,65.94,58.48,-0.01249577845,3695500,67.49,67.61,68.2,67.13,2,#N/A,58.48,2,#N/A,-0.01249577845,2,#N/A,-0.01249577845
66.03,67.74,65.91,59.44,0.01641586867,5112800,67.66,68.5,68.57,67.19,1,59.44,#N/A,1,0.01641586867,#N/A,0,#N/A,#N/A
66.96,67.3,66.48,59.42,-0.000336473755,5284600,68.38,67.86,68.69,67.59,0,#N/A,#N/A,0,#N/A,#N/A,0,#N/A,#N/A
66.75,66.85,65.13,57.66,-0.02961965668,6138600,67.76,67.03,67.98,66.2,0,#N/A,#N/A,2,#N/A,-0.02961965668,2,#N/A,-0.02961965668
65.27,65.33,64.51,57.56,-0.001734304544,6588600,67,67.21,67.65,66.36,2,#N/A,57.56,0,#N/A,#N/A,0,#N/A,#N/A
65.88,67.49,65.71,59.28,0.0298818624,5885500,67.36,67.97,68.23,67.24,1,59.28,#N/A,1,0.0298818624,#N/A,1,0.0298818624,#N/A
67.21,67.21,65.86,58.64,-0.01079622132,3559800,67.9,67.83,68.35,67.19,2,#N/A,58.64,2,#N/A,-0.01079622132,2,#N/A,-0.01079622132
66.89,67.28,66.54,59.37,0.01244884038,2809900,67.58,69.01,69.22,67.58,1,59.37,#N/A,1,0.01244884038,#N/A,0,#N/A,#N/A
67.21,67.63,66.19,58.88,-0.008253326596,3312400,69.22,69.37,69.58,68.69,0,#N/A,#N/A,0,#N/A,#N/A,0,#N/A,#N/A
67.23,67.23,65.84,58.38,-0.008491847826,3056700,69.47,69.31,69.96,68.8,2,#N/A,58.38,2,#N/A,-0.008491847826,2,#N/A,-0.008491847826
66.11,66.62,65.57,58.72,0.005823912299,2855700,69.44,69.4,70.03,68.87,0,#N/A,#N/A,0,#N/A,#N/A,0,#N/A,#N/A
66.66,68.36,66.65,60.13,0.02401226158,3808400,69.13,70.34,70.48,68.92,0,#N/A,#N/A,1,0.02401226158,#N/A,1,0.02401226158,#N/A
68.35,68.83,67.86,60.42,0.004822883752,2527700,70.56,71.1,71.19,70.43,1,60.42,#N/A,0,#N/A,#N/A,0,#N/A,#N/A
68.03,68.18,66.98,59.46,-0.01588877855,3301400,71.19,70.61,71.34,70.3,0,#N/A,#N/A,2,#N/A,-0.01588877855,2,#N/A,-0.01588877855
67.48,67.7,66.99,59.37,-0.001513622603,3645800,70.82,71.73,71.78,70.57,0,#N/A,#N/A,0,#N/A,#N/A,0,#N/A,#N/A
66.76,67.57,66.44,59.37,0,2956400,71.56,70.83,71.68,70.57,0,#N/A,#N/A,1,0,#N/A,1,0,#N/A
66.04,66.45,64.04,57.73,-0.02762337881,10070600,70.95,71.55,71.87,70.9,0,#N/A,#N/A,0,#N/A,#N/A,0,#N/A,#N/A
65.16,65.25,62.77,55.99,-0.03014030833,11793400,71.55,71.18,71.6,70.78,2,#N/A,55.99,2,#N/A,-0.03014030833,2,#N/A,-0.03014030833
63.52,64.71,63.18,56.27,0.005000893017,11094100,71.21,71.72,71.95,70.74,1,56.27,#N/A,1,0.005000893017,#N/A,1,0.005000893017,#N/A
64.02,64.6,62.53,55.37,-0.01599431313,6554000,71.83,71.62,72.27,71.45,0,#N/A,#N/A,2,#N/A,-0.01599431313,0,#N/A,#N/A
62.65,62.8,61.79,54.63,-0.01336463789,8480700,71.63,71.97,72.04,71.2,2,#N/A,54.63,0,#N/A,#N/A,0,#N/A,#N/A
62.35,63.31,62.05,55.72,0.0199524071,5873700,71.93,74.04,74.52,71.86,1,55.72,#N/A,1,0.0199524071,#N/A,1,0.0199524071,#N/A
62.93,62.95,61.75,55.11,-0.01094759512,10307300,74.38,74.51,74.73,73.99,0,#N/A,#N/A,2,#N/A,-0.01094759512,0,#N/A,#N/A
59.81,62.12,59.76,54.79,-0.005806568681,28235200,74.27,74.57,74.73,74.02,0,#N/A,#N/A,0,#N/A,#N/A,0,#N/A,#N/A
60.77,63.42,60.26,54.65,-0.002555210805,16502800,74.46,74.35,75.6,74,0,#N/A,#N/A,1,-0.002555210805,#N/A,1,-0.002555210805,#N/A
61.6,61.8,60.01,54.18,-0.008600182983,10170800,74.2,72.15,74.42,71.3,0,#N/A,#N/A,0,#N/A,#N/A,0,#N/A,#N/A
60.06,60.6,59.59,53.14,-0.01919527501,9112800,71.56,72.04,72.5,71.06,0,#N/A,#N/A,0,#N/A,#N/A,0,#N/A,#N/A
58.65,59.3,57.54,52.03,-0.0208882198,24103900,71.94,72.8,73.27,71.73,0,#N/A,#N/A,0,#N/A,#N/A,0,#N/A,#N/A
59.1,59.27,57.48,50.8,-0.02364020757,11084200,71.73,72.18,72.36,71.3,0,#N/A,#N/A,2,#N/A,-0.02364020757,2,#N/A,-0.02364020757
57.41,57.86,56.95,50.68,-0.002362204724,18795100,72,70.75,72.22,69.68,2,#N/A,50.68,0,#N/A,#N/A,0,#N/A,#N/A
57.97,58.6,57.69,51.21,0.01045777427,10790000,70.48,70.85,71.54,69.95,0,#N/A,#N/A,0,#N/A,#N/A,0,#N/A,#N/A
58.41,59.77,58.17,52.75,0.03007225151,21567200,71.15,69.88,71.33,69.38,0,#N/A,#N/A,1,0.03007225151,#N/A,1,0.03007225151,#N/A
59.76,60.73,59.4,53.21,0.008720379147,17378500,69.88,70.37,70.7,69.33,1,53.21,#N/A,0,#N/A,#N/A,0,#N/A,#N/A
56.85,57.13,56.12,49.78,-0.06446156737,36678600,70.23,70.39,70.65,69.4,0,#N/A,#N/A,2,#N/A,-0.06446156737,2,#N/A,-0.06446156737
